Admit Source;Admit Type;Appt Start Time;Care Score;Check-In Time;Clinic Name;Department;Diagnosis Primary;Discharge Datetime new;Encounter Number;Encounter Status;Number of Records;Wait Time Min
Cards;Emergency;6/07/2020 11:31;3;6/07/2020 11:31;CitiBank Colombia;Mobile Banking;;;STA-200706-010701;Inpatient Discharged;1;30
Banking;Emergency;6/07/2020 11:27;2;6/07/2020 11:27;CitiBank Colombia;Mobile Banking;;;STA-200706-010635;Inpatient Discharged;1;95
Deposit Account;Emergency;6/07/2020 11:25;3;6/07/2020 11:25;CitiBank Colombia;Mobile Banking;;;STA-200706-010608;OBS Discharged;1;60
Loans;Emergency;6/07/2020 11:15;2;6/07/2020 11:15;CitiBank Colombia;Mobile Banking;;;STA-200706-010421;OBS Discharged;1;102
Investment;Urgent;6/07/2020 11:12;3;6/07/2020 11:12;CitiBank Colombia;Mobile Banking;;;STA-200706-010361;Inpatient Discharged;1;18
Cards;Urgent;6/07/2020 11:05;2;6/07/2020 11:05;CitiBank Colombia;Mobile Banking;;;STA-200706-010224;Inpatient Discharged;1;111
Banking;Urgent;6/07/2020 11:02;2;6/07/2020 11:02;CitiBank Colombia;Mobile Banking;;;STA-200706-010179;Inpatient Discharged;1;117
Deposit Account;Urgent;6/07/2020 10:52;3;6/07/2020 10:52;CitiBank Colombia;Mobile Banking;;;STA-200706-009990;Inpatient Discharged;1;121
Loans;Emergency;6/07/2020 10:45;2;6/07/2020 10:45;CitiBank Colombia;Mobile Banking;;;STA-200706-009889;Inpatient Discharged;1;107
Investment;Emergency;6/07/2020 10:44;3;6/07/2020 10:44;CitiBank Colombia;Mobile Banking;;;STA-200706-009874;Inpatient Discharged;1;119
Cards;Emergency;6/07/2020 10:37;2;6/07/2020 10:37;CitiBank Colombia;Mobile Banking;;;STA-200706-009760;Inpatient Discharged;1;120
Banking;Emergency;6/07/2020 10:36;3;6/07/2020 10:36;CitiBank Colombia;Mobile Banking;;;STA-200706-009735;Inpatient Discharged;1;138
Deposit Account;Emergency;6/07/2020 10:33;3;6/07/2020 10:33;CitiBank Colombia;Fixed Deposit;;;STA-200706-009666;Discharged;1;45
Loans;Emergency;6/07/2020 10:26;4;6/07/2020 10:26;CitiBank Colombia;Fixed Deposit;;;STA-200706-009533;Discharged;1;58
Investment;Emergency;6/07/2020 10:25;2;6/07/2020 10:25;CitiBank Colombia;Fixed Deposit;;;STA-200706-009511;Discharged;1;103
Cards;Emergency;6/07/2020 10:17;4;6/07/2020 10:17;CitiBank Colombia;Fixed Deposit;;;STA-200706-009364;OBS Discharged;1;61
Banking;Emergency;6/07/2020 10:15;2;6/07/2020 10:15;CitiBank Colombia;Fixed Deposit;;;STA-200706-009313;OBS Discharged;1;138
Deposit Account;Emergency;6/07/2020 10:15;3;6/07/2020 10:15;CitiBank Colombia;Current Account;;;STA-200706-009308;ED Discharged;1;103
Loans;Emergency;6/07/2020 10:05;3;6/07/2020 10:05;CitiBank Colombia;Current Account;;;STA-200706-009099;ED Discharged;1;105
Investment;Emergency;6/07/2020 10:05;3;6/07/2020 10:05;CitiBank Colombia;Current Account;;;STA-200706-009098;ED Discharged;1;25
Cards;Emergency;6/07/2020 10:02;3;6/07/2020 10:02;CitiBank Colombia;Current Account;;;STA-200706-009064;ED Discharged;1;124
Banking;Emergency;6/07/2020 10:01;2;6/07/2020 10:01;CitiBank Colombia;Current Account;;;STA-200706-009032;ED Discharged;1;84
Deposit Account;Emergency;6/07/2020 10:00;2;6/07/2020 10:00;CitiBank Colombia;Current Account;;;STA-200706-009020;ED Discharged;1;75
Loans;Emergency;6/07/2020 9:53;2;6/07/2020 9:53;CitiBank Colombia;Current Account;;;STA-200706-008877;ED Discharged;1;136
Investment;Emergency;6/07/2020 9:53;2;6/07/2020 9:53;CitiBank Colombia;Current Account;;;STA-200706-008876;ED Discharged;1;108
Cards;Emergency;6/07/2020 9:47;4;6/07/2020 9:47;CitiBank Colombia;Current Account;;;STA-200706-008777;ED Discharged;1;36
Banking;Emergency;6/07/2020 9:43;2;6/07/2020 9:43;CitiBank Colombia;Current Account;;;STA-200706-008724;Discharged;1;137
Deposit Account;Emergency;6/07/2020 9:39;4;6/07/2020 9:39;CitiBank Colombia;Current Account;;;STA-200706-008657;Cancelled;1;7
Loans;Emergency;6/07/2020 9:35;4;6/07/2020 9:35;CitiBank Colombia;Current Account;;;STA-200706-008561;Cancelled;1;64
Investment;Emergency;6/07/2020 9:25;4;6/07/2020 9:25;CitiBank Colombia;Mobile Banking;;;STA-200706-008400;OBS Discharged;1;38
Cards;Emergency;6/07/2020 9:20;2;6/07/2020 9:20;CitiBank Colombia;Mobile Banking;;;STA-200706-008313;OBS Discharged;1;122
Banking;Emergency;6/07/2020 9:19;2;6/07/2020 9:19;CitiBank Colombia;Current Account;;;STA-200706-008297;ED Discharged;1;108
Deposit Account;Emergency;6/07/2020 9:07;2;6/07/2020 9:07;CitiBank Colombia;Current Account;;;STA-200706-008058;ED Discharged;1;78
Loans;Emergency;6/07/2020 8:54;4;6/07/2020 8:54;CitiBank Colombia;Mobile Banking;;;STA-200706-007866;Discharged;1;65
Investment;Emergency;6/07/2020 8:31;3;6/07/2020 8:31;CitiBank Colombia;Mobile Banking;;;STA-200706-007464;Discharged;1;109
Cards;Emergency;6/07/2020 8:14;3;6/07/2020 8:14;CitiBank Colombia;Current Account;;;STA-200706-007198;ED Discharged;1;82
Banking;Emergency;6/07/2020 7:53;3;6/07/2020 7:53;CitiBank Colombia;Current Account;;;STA-200706-006906;ED Discharged;1;129
Deposit Account;Emergency;6/07/2020 7:49;2;6/07/2020 7:49;CitiBank Colombia;Current Account;;;STA-200706-006862;ED Discharged;1;112
Loans;Emergency;6/07/2020 7:48;2;6/07/2020 7:48;CitiBank Colombia;Current Account;;;STA-200706-006847;ED Discharged;1;102
Investment;Emergency;6/07/2020 0:22;4;6/07/2020 0:22;CitiBank Colombia;Current Account;;;STA-200706-000262;ED Discharged;1;30
Cards;Emergency;5/07/2020 21:42;3;5/07/2020 21:42;CitiBank Colombia;Current Account;;;STA-200705-001673;ED Discharged;1;123
Banking;Emergency;5/07/2020 19:03;3;5/07/2020 19:03;CitiBank Colombia;Current Account;;;STA-200705-001230;ED Discharged;1;80
Deposit Account;Emergency;5/07/2020 18:29;5;5/07/2020 18:29;CitiBank Colombia;Current Account;;;STA-200705-001203;ED Discharged;1;70
Loans;Emergency;5/07/2020 13:42;5;5/07/2020 13:42;CitiBank Colombia;Current Account;;;STA-200705-000997;ED Discharged;1;29
Investment;Emergency;5/07/2020 13:26;5;5/07/2020 13:26;CitiBank Colombia;Current Account;;;STA-200705-000985;ED Discharged;1;58
Cards;Emergency;4/07/2020 21:42;4;4/07/2020 21:42;CitiBank Colombia;Current Account;;;STA-200704-001327;ED Discharged;1;143
Banking;Emergency;4/07/2020 13:10;3;4/07/2020 13:10;CitiBank Colombia;Current Account;;;STA-200704-001077;ED Discharged;1;85
Deposit Account;Emergency;3/07/2020 22:04;4;3/07/2020 22:04;CitiBank Colombia;Current Account;;;STA-200703-013546;ED Discharged;1;72
Loans;Emergency;3/07/2020 21:42;4;3/07/2020 21:42;CitiBank Colombia;Current Account;;;STA-200703-013518;ED Discharged;1;42
Investment;Emergency;3/07/2020 21:32;2;3/07/2020 21:32;CitiBank Colombia;Current Account;;;STA-200703-013507;ED Discharged;1;119
Cards;Emergency;3/07/2020 21:15;4;3/07/2020 21:15;CitiBank Colombia;Current Account;;;STA-200703-013493;ED Discharged;1;102
Banking;Emergency;3/07/2020 21:08;5;3/07/2020 21:08;CitiBank Colombia;Current Account;;;STA-200703-013483;ED Discharged;1;37
Deposit Account;Emergency;3/07/2020 20:25;3;3/07/2020 20:25;CitiBank Colombia;Current Account;;;STA-200703-013414;ED Discharged;1;141
Loans;Emergency;3/07/2020 20:20;5;3/07/2020 20:20;CitiBank Colombia;Current Account;;;STA-200703-013407;ED Discharged;1;6
Investment;Elective;3/07/2020 19:57;5;3/07/2020 19:57;CitiBank Colombia;Mobile Banking;;;STA-200703-013359;Day Surg Discharged;1;20
Cards;Elective;3/07/2020 19:48;5;3/07/2020 19:48;CitiBank Colombia;Mobile Banking;;;STA-200703-013336;Day Surg Discharged;1;34
Banking;Elective;3/07/2020 19:42;4;3/07/2020 19:42;CitiBank Colombia;Balance Enquiry;;;STA-200703-013320;Day Surg Discharged;1;72
Deposit Account;Elective;3/07/2020 19:41;4;3/07/2020 19:41;CitiBank Colombia;Balance Enquiry;;;STA-200703-013316;Day Surg Discharged;1;91
Loans;Elective;3/07/2020 19:37;5;3/07/2020 19:37;CitiBank Colombia;Mobile Banking;;;STA-200703-013304;Day Surg Discharged;1;3
Investment;Elective;3/07/2020 19:37;3;3/07/2020 19:37;CitiBank Colombia;Mobile Banking;;;STA-200703-013299;Day Surg Discharged;1;78
Cards;Elective;3/07/2020 19:35;4;3/07/2020 19:35;CitiBank Colombia;Debit Card;;;STA-200703-013289;Day Surg Discharged;1;17
Banking;Elective;3/07/2020 19:32;4;3/07/2020 19:32;CitiBank Colombia;Debit Card;;;STA-200703-013275;Day Surg Discharged;1;62
Deposit Account;Elective;3/07/2020 19:27;4;3/07/2020 19:27;CitiBank Colombia;Fixed Deposit;;;STA-200703-013252;Day Surg Discharged;1;5
Loans;Elective;3/07/2020 19:25;5;3/07/2020 19:25;CitiBank Colombia;Savings Account;;;STA-200703-013240;Day Surg Discharged;1;21
Investment;Elective;3/07/2020 19:20;4;3/07/2020 19:20;CitiBank Colombia;Savings Account;;;STA-200703-013215;Day Surg Discharged;1;65
Cards;Elective;3/07/2020 19:16;2;3/07/2020 19:16;CitiBank Colombia;Fixed Deposit;;;STA-200703-013200;Day Surg Discharged;1;90
Banking;Elective;3/07/2020 19:06;5;3/07/2020 19:06;CitiBank Colombia;Fixed Deposit;;;STA-200703-013165;Day Surg Discharged;1;34
Deposit Account;Elective;3/07/2020 19:05;3;3/07/2020 19:05;CitiBank Colombia;Fixed Deposit;;;STA-200703-013160;Day Surg Discharged;1;124
Loans;Emergency;3/07/2020 19:03;4;3/07/2020 19:03;CitiBank Colombia;Current Account;;;STA-200703-013153;ED Discharged;1;88
Investment;Emergency;3/07/2020 18:44;4;3/07/2020 18:44;CitiBank Colombia;Current Account;;;STA-200703-013082;ED Discharged;1;36
Cards;Emergency;3/07/2020 18:34;5;3/07/2020 18:34;CitiBank Colombia;Current Account;;;STA-200703-013043;ED Discharged;1;40
Banking;Elective;3/07/2020 18:33;4;3/07/2020 18:33;CitiBank Colombia;Fixed Deposit;;;STA-200703-013035;Day Surg Discharged;1;14
Deposit Account;Elective;3/07/2020 18:33;5;3/07/2020 18:33;CitiBank Colombia;Fixed Deposit;;;STA-200703-013034;Day Surg Discharged;1;55
Loans;Elective;3/07/2020 18:32;5;3/07/2020 18:32;CitiBank Colombia;Debit Card;;;STA-200703-013033;Day Surg Discharged;1;67
Investment;Elective;3/07/2020 18:30;4;3/07/2020 18:30;CitiBank Colombia;Debit Card;;;STA-200703-013028;Day Surg Discharged;1;130
Cards;Elective;3/07/2020 18:26;3;3/07/2020 18:26;CitiBank Colombia;Debit Card;;;STA-200703-013008;Day Surg Discharged;1;89
Banking;Elective;3/07/2020 18:25;3;3/07/2020 18:25;CitiBank Colombia;Debit Card;;;STA-200703-013003;Day Surg Discharged;1;94
Deposit Account;Elective;3/07/2020 18:19;5;3/07/2020 18:19;CitiBank Colombia;Fixed Deposit;;;STA-200703-012973;Day Surg Discharged;1;12
Loans;Elective;3/07/2020 18:17;5;3/07/2020 18:17;CitiBank Colombia;Fixed Deposit;;;STA-200703-012963;Day Surg Discharged;1;60
Investment;Elective;3/07/2020 18:16;4;3/07/2020 18:16;CitiBank Colombia;Debit Card;;;STA-200703-012961;Day Surg Discharged;1;13
Cards;Elective;3/07/2020 18:14;5;3/07/2020 18:14;CitiBank Colombia;Debit Card;;;STA-200703-012949;Day Surg Discharged;1;67
Banking;Elective;3/07/2020 18:13;5;3/07/2020 18:13;CitiBank Colombia;Mobile Banking;;;STA-200703-012944;Day Surg Discharged;1;26
Deposit Account;Elective;3/07/2020 18:10;4;3/07/2020 18:10;CitiBank Colombia;Mobile Banking;;;STA-200703-012922;Day Surg Discharged;1;143
Loans;Emergency;3/07/2020 18:09;4;3/07/2020 18:09;CitiBank Colombia;Current Account;;;STA-200703-012912;ED Discharged;1;28
Investment;Elective;3/07/2020 18:07;5;3/07/2020 18:07;CitiBank Colombia;Mobile Banking;;;STA-200703-012901;Day Surg Discharged;1;8
Cards;Elective;3/07/2020 18:03;4;3/07/2020 18:03;CitiBank Colombia;Mobile Banking;;;STA-200703-012884;Day Surg Discharged;1;94
Banking;Emergency;3/07/2020 17:53;4;3/07/2020 17:53;CitiBank Colombia;Current Account;;;STA-200703-012836;ED Discharged;1;27
Deposit Account;Elective;3/07/2020 17:41;4;3/07/2020 17:41;CitiBank Colombia;Debit Card;;;STA-200703-012788;Day Surg Discharged;1;58
Loans;Emergency;3/07/2020 17:35;4;3/07/2020 17:35;CitiBank Colombia;Current Account;;;STA-200703-012759;ED Discharged;1;7
Investment;Elective;3/07/2020 17:34;5;3/07/2020 17:34;CitiBank Colombia;Fixed Deposit;;;STA-200703-012753;Day Surg Discharged;1;14
Cards;Elective;3/07/2020 17:28;3;3/07/2020 17:28;CitiBank Colombia;Fixed Deposit;;;STA-200703-012720;Day Surg Discharged;1;77
Banking;Emergency;3/07/2020 17:28;3;3/07/2020 17:28;CitiBank Colombia;Current Account;;;STA-200703-012717;ED Discharged;1;140
Deposit Account;Elective;3/07/2020 17:27;5;3/07/2020 17:27;CitiBank Colombia;Fixed Deposit;;;STA-200703-012712;Day Surg Discharged;1;27
Loans;Elective;3/07/2020 17:24;2;3/07/2020 17:24;CitiBank Colombia;Fixed Deposit;;;STA-200703-012696;Day Surg Discharged;1;93
Investment;Elective;3/07/2020 17:23;5;3/07/2020 17:23;CitiBank Colombia;Fixed Deposit;;;STA-200703-012691;Discharged;1;30
Cards;Elective;3/07/2020 17:18;2;3/07/2020 17:18;CitiBank Colombia;Fixed Deposit;;;STA-200703-012663;Discharged;1;133
Banking;Emergency;3/07/2020 17:12;4;3/07/2020 17:12;CitiBank Colombia;Current Account;;;STA-200703-012640;ED Discharged;1;132
Deposit Account;Elective;3/07/2020 17:07;5;3/07/2020 17:07;CitiBank Colombia;Balance Enquiry;;;STA-200703-012609;Day Surg Discharged;1;31
Loans;Elective;3/07/2020 17:05;5;3/07/2020 17:05;CitiBank Colombia;Balance Enquiry;;;STA-200703-012596;Day Surg Discharged;1;45
Investment;Elective;3/07/2020 16:58;5;3/07/2020 16:58;CitiBank Colombia;Fixed Deposit;;;STA-200703-012561;Day Surg Discharged;1;41
Cards;Elective;3/07/2020 16:58;2;3/07/2020 16:58;CitiBank Colombia;Fixed Deposit;;;STA-200703-012560;Day Surg Discharged;1;131
Banking;Elective;3/07/2020 16:57;5;3/07/2020 16:57;CitiBank Colombia;Mobile Banking;;;STA-200703-012548;OBS Discharged;1;24
Deposit Account;Elective;3/07/2020 16:55;5;3/07/2020 16:55;CitiBank Colombia;Mobile Banking;;;STA-200703-012536;OBS Discharged;1;48
Loans;Emergency;3/07/2020 16:51;2;3/07/2020 16:51;CitiBank Colombia;Current Account;;;STA-200703-012505;ED Discharged;1;139
Investment;Emergency;3/07/2020 16:49;3;3/07/2020 16:49;CitiBank Colombia;Current Account;;;STA-200703-012496;ED Discharged;1;112
Cards;Emergency;3/07/2020 16:45;3;3/07/2020 16:45;CitiBank Colombia;Current Account;;;STA-200703-012472;ED Discharged;1;92
Banking;Emergency;3/07/2020 16:40;5;3/07/2020 16:40;CitiBank Colombia;Current Account;;;STA-200703-012441;ED Discharged;1;67
Deposit Account;Elective;3/07/2020 16:36;5;3/07/2020 16:36;CitiBank Colombia;Fixed Deposit;;;STA-200703-012413;Day Surg Discharged;1;66
Loans;Elective;3/07/2020 16:31;2;3/07/2020 16:31;CitiBank Colombia;Fixed Deposit;;;STA-200703-012389;Day Surg Discharged;1;116
Investment;Elective;3/07/2020 16:25;5;3/07/2020 16:25;CitiBank Colombia;Debit Card;;;STA-200703-012358;Day Surg Discharged;1;67
Cards;Elective;3/07/2020 16:22;2;3/07/2020 16:22;CitiBank Colombia;Debit Card;;;STA-200703-012331;Day Surg Discharged;1;122
Banking;Emergency;3/07/2020 16:19;4;3/07/2020 16:19;CitiBank Colombia;Current Account;;;STA-200703-012318;ED Discharged;1;118
Deposit Account;Elective;3/07/2020 16:18;5;3/07/2020 16:18;CitiBank Colombia;Debit Card;;;STA-200703-012313;Day Surg Discharged;1;16
Loans;Elective;3/07/2020 16:13;4;3/07/2020 16:13;CitiBank Colombia;Debit Card;;;STA-200703-012292;Day Surg Discharged;1;133
Investment;Emergency;3/07/2020 16:10;3;3/07/2020 16:10;CitiBank Colombia;Current Account;;;STA-200703-012266;ED Discharged;1;75
Cards;Emergency;3/07/2020 16:05;4;3/07/2020 16:05;CitiBank Colombia;Current Account;;;STA-200703-012249;Discharged;1;111
Banking;Elective;3/07/2020 16:03;5;3/07/2020 16:03;CitiBank Colombia;Fixed Deposit;;;STA-200703-012235;Day Surg Discharged;1;53
Deposit Account;Elective;3/07/2020 16:02;2;3/07/2020 16:02;CitiBank Colombia;Fixed Deposit;;;STA-200703-012225;Day Surg Discharged;1;78
Loans;Elective;3/07/2020 15:58;2;3/07/2020 15:58;CitiBank Colombia;Fixed Deposit;;;STA-200703-012204;Day Surg Discharged;1;74
Investment;Elective;3/07/2020 15:55;3;3/07/2020 15:55;CitiBank Colombia;Fixed Deposit;;;STA-200703-012186;Day Surg Discharged;1;94
Cards;Emergency;3/07/2020 15:54;2;3/07/2020 15:54;CitiBank Colombia;Current Account;;;STA-200703-012182;ED Discharged;1;96
Banking;Emergency;3/07/2020 15:54;4;3/07/2020 15:54;CitiBank Colombia;Current Account;;;STA-200703-012181;ED Discharged;1;60
Deposit Account;Emergency;3/07/2020 15:50;5;3/07/2020 15:50;CitiBank Colombia;Current Account;;;STA-200703-012153;ED Discharged;1;34
Loans;Elective;3/07/2020 15:48;5;3/07/2020 15:48;CitiBank Colombia;Debit Card;;;STA-200703-012141;Day Surg Discharged;1;10
Investment;Elective;3/07/2020 15:41;4;3/07/2020 15:41;CitiBank Colombia;Debit Card;;;STA-200703-012096;Day Surg Discharged;1;29
Cards;Emergency;3/07/2020 15:38;4;3/07/2020 15:38;CitiBank Colombia;Current Account;;;STA-200703-012070;ED Discharged;1;88
Banking;Emergency;3/07/2020 15:37;3;3/07/2020 15:37;CitiBank Colombia;Current Account;;;STA-200703-012062;ED Discharged;1;112
Deposit Account;Elective;3/07/2020 15:26;5;3/07/2020 15:26;CitiBank Colombia;Debit Card;;;STA-200703-011979;Day Surg Discharged;1;39
Loans;Elective;3/07/2020 15:23;5;3/07/2020 15:23;CitiBank Colombia;Debit Card;;;STA-200703-011964;Day Surg Discharged;1;59
Investment;Emergency;3/07/2020 15:22;2;3/07/2020 15:22;CitiBank Colombia;Current Account;;;STA-200703-011955;ED Discharged;1;129
Cards;Emergency;3/07/2020 15:20;4;3/07/2020 15:20;CitiBank Colombia;Current Account;;;STA-200703-011946;ED Discharged;1;92
Banking;Elective;3/07/2020 15:18;2;3/07/2020 15:18;CitiBank Colombia;Fixed Deposit;;;STA-200703-011920;Day Surg Discharged;1;107
Deposit Account;Elective;3/07/2020 15:12;4;3/07/2020 15:12;CitiBank Colombia;Fixed Deposit;;;STA-200703-011879;Day Surg Discharged;1;139
Loans;Emergency;3/07/2020 15:11;5;3/07/2020 15:11;CitiBank Colombia;Current Account;;;STA-200703-011870;ED Discharged;1;65
Investment;Elective;3/07/2020 15:07;4;3/07/2020 15:07;CitiBank Colombia;Fixed Deposit;;;STA-200703-011856;Discharged;1;45
Cards;Elective;3/07/2020 15:04;2;3/07/2020 15:04;CitiBank Colombia;Fixed Deposit;;;STA-200703-011837;Discharged;1;118
Banking;Emergency;3/07/2020 14:58;4;3/07/2020 14:58;CitiBank Colombia;Current Account;;;STA-200703-011790;ED Discharged;1;127
Deposit Account;Emergency;3/07/2020 14:57;4;3/07/2020 14:57;CitiBank Colombia;Current Account;;;STA-200703-011784;ED Discharged;1;136
Loans;Emergency;3/07/2020 14:52;4;3/07/2020 14:52;CitiBank Colombia;Current Account;;;STA-200703-011741;ED Discharged;1;91
Investment;Emergency;3/07/2020 13:59;4;3/07/2020 13:59;CitiBank Colombia;Current Account;;;STA-200703-011267;ED Discharged;1;96
Cards;Elective;3/07/2020 13:54;5;3/07/2020 13:54;CitiBank Colombia;Mobile Banking;;;STA-200703-011227;Day Surg Discharged;1;25
Banking;Elective;3/07/2020 13:52;4;3/07/2020 13:52;CitiBank Colombia;Mobile Banking;;;STA-200703-011215;Day Surg Discharged;1;57
Deposit Account;Elective;3/07/2020 13:47;5;3/07/2020 13:47;CitiBank Colombia;Debit Card;;;STA-200703-011186;Day Surg Discharged;1;67
Loans;Elective;3/07/2020 13:44;3;3/07/2020 13:44;CitiBank Colombia;Debit Card;;;STA-200703-011156;Day Surg Discharged;1;110
Investment;Emergency;3/07/2020 13:43;3;3/07/2020 13:43;CitiBank Colombia;Current Account;;;STA-200703-011145;ED Discharged;1;83
Cards;Elective;3/07/2020 13:34;5;3/07/2020 13:34;CitiBank Colombia;Fixed Deposit;;;STA-200703-011067;Day Surg Discharged;1;58
Banking;Elective;3/07/2020 13:32;2;3/07/2020 13:32;CitiBank Colombia;Fixed Deposit;;;STA-200703-011054;Day Surg Discharged;1;116
Deposit Account;Emergency;3/07/2020 13:18;5;3/07/2020 13:18;CitiBank Colombia;Current Account;;;STA-200703-010920;Discharged;1;3
Loans;Elective;3/07/2020 13:12;4;3/07/2020 13:12;CitiBank Colombia;Credit Card;;;STA-200703-010867;Day Surg Discharged;1;40
Investment;Elective;3/07/2020 13:06;3;3/07/2020 13:06;CitiBank Colombia;Credit Card;;;STA-200703-010808;Day Surg Discharged;1;78
Cards;Emergency;3/07/2020 13:03;5;3/07/2020 13:03;CitiBank Colombia;Current Account;;;STA-200703-010780;ED Discharged;1;30
Banking;Emergency;3/07/2020 13:02;4;3/07/2020 13:02;CitiBank Colombia;Current Account;;;STA-200703-010761;ED Discharged;1;13
Deposit Account;Elective;3/07/2020 13:00;4;3/07/2020 13:00;CitiBank Colombia;Debit Card;;;STA-200703-010745;Day Surg Discharged;1;4
Loans;Elective;3/07/2020 12:57;3;3/07/2020 12:57;CitiBank Colombia;Debit Card;;;STA-200703-010725;Day Surg Discharged;1;101
Investment;Emergency;3/07/2020 12:57;4;3/07/2020 12:57;CitiBank Colombia;Current Account;;;STA-200703-010722;ED Discharged;1;52
Cards;Emergency;3/07/2020 12:35;2;3/07/2020 12:35;CitiBank Colombia;Current Account;;;STA-200703-010471;ED Discharged;1;88
Banking;Emergency;3/07/2020 12:33;4;3/07/2020 12:33;CitiBank Colombia;Current Account;;;STA-200703-010450;ED Discharged;1;130
Deposit Account;Emergency;3/07/2020 12:32;3;3/07/2020 12:32;CitiBank Colombia;Current Account;;;STA-200703-010436;ED Discharged;1;73
Loans;Emergency;3/07/2020 12:28;5;3/07/2020 12:28;CitiBank Colombia;Current Account;;;STA-200703-010380;ED Discharged;1;71
Investment;Emergency;3/07/2020 12:07;4;3/07/2020 12:07;CitiBank Colombia;Current Account;;;STA-200703-010186;ED Discharged;1;125
Cards;Emergency;3/07/2020 12:04;2;3/07/2020 12:04;CitiBank Colombia;Current Account;;;STA-200703-010151;Discharged;1;143
Banking;Emergency;3/07/2020 11:56;2;3/07/2020 11:56;CitiBank Colombia;Current Account;;;STA-200703-010068;ED Discharged;1;98
Deposit Account;Emergency;3/07/2020 11:38;2;3/07/2020 11:38;CitiBank Colombia;Current Account;;;STA-200703-009859;ED Discharged;1;78
Loans;Emergency;3/07/2020 11:32;4;3/07/2020 11:32;CitiBank Colombia;Current Account;;;STA-200703-009780;ED Discharged;1;85
Investment;Emergency;3/07/2020 11:26;5;3/07/2020 11:26;CitiBank Colombia;Current Account;;;STA-200703-009716;ED Discharged;1;29
Cards;Emergency;3/07/2020 11:20;4;3/07/2020 11:20;CitiBank Colombia;Current Account;;;STA-200703-009634;ED Discharged;1;13
Banking;Emergency;3/07/2020 11:15;5;3/07/2020 11:15;CitiBank Colombia;Current Account;;;STA-200703-009575;ED Discharged;1;69
Deposit Account;Emergency;3/07/2020 11:11;4;3/07/2020 11:11;CitiBank Colombia;Current Account;;;STA-200703-009517;ED Discharged;1;100
Loans;Emergency;3/07/2020 11:06;5;3/07/2020 11:06;CitiBank Colombia;Current Account;;;STA-200703-009443;ED Discharged;1;24
Investment;Emergency;3/07/2020 11:03;2;3/07/2020 11:03;CitiBank Colombia;Current Account;;;STA-200703-009402;ED Discharged;1;83
Cards;Emergency;3/07/2020 10:58;4;3/07/2020 10:58;CitiBank Colombia;Current Account;;;STA-200703-009327;ED Discharged;1;73
Banking;Emergency;3/07/2020 10:58;3;3/07/2020 10:58;CitiBank Colombia;Current Account;;;STA-200703-009318;ED Discharged;1;78
Deposit Account;Emergency;3/07/2020 10:57;3;3/07/2020 10:57;CitiBank Colombia;Current Account;;;STA-200703-009303;ED Discharged;1;141
Loans;Emergency;3/07/2020 10:52;5;3/07/2020 10:52;CitiBank Colombia;Current Account;;;STA-200703-009248;ED Discharged;1;52
Investment;Emergency;3/07/2020 10:41;4;3/07/2020 10:41;CitiBank Colombia;Current Account;;;STA-200703-009091;ED Discharged;1;86
Cards;Emergency;3/07/2020 10:38;5;3/07/2020 10:38;CitiBank Colombia;Current Account;;;STA-200703-009028;ED Discharged;1;51
Banking;Emergency;3/07/2020 10:37;3;3/07/2020 10:37;CitiBank Colombia;Current Account;;;STA-200703-009019;ED Discharged;1;86
Deposit Account;Emergency;3/07/2020 10:34;3;3/07/2020 10:34;CitiBank Colombia;Current Account;;;STA-200703-008967;ED Discharged;1;92
Loans;Emergency;3/07/2020 10:24;5;3/07/2020 10:24;CitiBank Colombia;Current Account;;;STA-200703-008820;ED Discharged;1;68
Investment;Emergency;3/07/2020 10:23;5;3/07/2020 10:23;CitiBank Colombia;Current Account;;;STA-200703-008804;ED Discharged;1;53
Cards;Emergency;3/07/2020 10:22;4;3/07/2020 10:22;CitiBank Colombia;Current Account;;;STA-200703-008786;ED Discharged;1;75
Banking;Emergency;3/07/2020 10:17;5;3/07/2020 10:17;CitiBank Colombia;Current Account;;;STA-200703-008720;ED Discharged;1;42
Deposit Account;Emergency;3/07/2020 10:16;5;3/07/2020 10:16;CitiBank Colombia;Current Account;;;STA-200703-008713;ED Discharged;1;0
Loans;Emergency;3/07/2020 10:10;5;3/07/2020 10:10;CitiBank Colombia;Current Account;;;STA-200703-008618;ED Discharged;1;65
Investment;Emergency;3/07/2020 10:09;2;3/07/2020 10:09;CitiBank Colombia;Mobile Banking;;;STA-200703-008598;Inpatient Discharged;1;44
Cards;Emergency;3/07/2020 9:59;4;3/07/2020 9:59;CitiBank Colombia;Mobile Banking;;;STA-200703-008470;Inpatient Discharged;1;58
Banking;Emergency;3/07/2020 9:58;4;3/07/2020 9:58;CitiBank Colombia;Mobile Banking;;;STA-200703-008456;Inpatient Discharged;1;111
Deposit Account;Emergency;3/07/2020 9:53;2;3/07/2020 9:53;CitiBank Colombia;Savings Account;;;STA-200703-008367;Inpatient Discharged;1;5
Loans;Emergency;3/07/2020 9:52;2;3/07/2020 9:52;CitiBank Colombia;Savings Account;;;STA-200703-008356;Inpatient Discharged;1;33
Investment;Emergency;3/07/2020 9:28;2;3/07/2020 9:28;CitiBank Colombia;Savings Account;;;STA-200703-007954;Inpatient Discharged;1;71
Cards;Emergency;3/07/2020 9:22;2;3/07/2020 9:22;CitiBank Colombia;Savings Account;;;STA-200703-007850;Inpatient Discharged;1;104
